# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_01889	CP014529.1	1908783	1910207	-	1425	4	12	6	8	8	14
OMENCOFM_01890	CP014529.1	1910471	1911448	-	978	56	69	66	60	30	44
OMENCOFM_01891	CP014529.1	1911705	1912910	-	1206	0	0	0	0	0	0
OMENCOFM_01892	CP014529.1	1912912	1914438	-	1527	0	0	0	0	0	0
OMENCOFM_01893	CP014529.1	1914492	1915580	-	1089	0	0	0	0	0	0
OMENCOFM_01894	CP014529.1	1915800	1916816	+	1017	2	2	0	0	0	0
OMENCOFM_01895	CP014529.1	1916830	1918281	+	1452	0	2	0	0	1	2
OMENCOFM_01896	CP014529.1	1918274	1919839	+	1566	0	0	0	0	0	2
OMENCOFM_01897	CP014529.1	1919972	1920886	-	915	1066	1207	1291	36	30	24
OMENCOFM_01898	CP014529.1	1921008	1922282	-	1275	1268	1322	1556	8	1	2
OMENCOFM_01899	CP014529.1	1922298	1923833	-	1536	1174	1235	1349	4	4	6
OMENCOFM_01900	CP014529.1	1923830	1924408	-	579	323	311	319	3	0	0
OMENCOFM_01901	CP014529.1	1924405	1925457	-	1053	763	924	1073	2	2	2
OMENCOFM_01902	CP014529.1	1925480	1926919	-	1440	912	1016	1098	2	4	0
OMENCOFM_01903	CP014529.1	1926904	1929126	-	2223	1950	2300	2162	8	8	2
OMENCOFM_01904	CP014529.1	1929127	1929798	-	672	692	746	663	1	1	0
OMENCOFM_01905	CP014529.1	1929800	1930054	-	255	167	178	201	0	0	0
OMENCOFM_01906	CP014529.1	1930054	1930782	-	729	659	780	767	2	5	0
OMENCOFM_01907	CP014529.1	1931038	1931415	+	378	60	66	36	4	4	2
OMENCOFM_01908	CP014529.1	1931595	1932890	-	1296	921	1156	942	89	120	67
OMENCOFM_01909	CP014529.1	1932903	1934027	-	1125	364	367	377	47	41	32
OMENCOFM_01910	CP014529.1	1934020	1934508	-	489	126	163	103	2	2	4
OMENCOFM_01911	CP014529.1	1934924	1936231	-	1308	230	279	275	128	119	110
OMENCOFM_01912	CP014529.1	1936234	1936815	-	582	117	182	145	67	52	63
OMENCOFM_01913	CP014529.1	1937387	1938679	-	1293	0	2	0	2	2	2
OMENCOFM_01914	CP014529.1	1938676	1939299	-	624	0	0	0	0	0	0
OMENCOFM_01915	CP014529.1	1939302	1940138	-	837	0	0	0	0	0	0
OMENCOFM_01916	CP014529.1	1940155	1941042	-	888	0	0	0	0	0	2
OMENCOFM_01917	CP014529.1	1941058	1942341	-	1284	0	0	0	2	0	2
OMENCOFM_01918	CP014529.1	1943024	1943707	-	684	90	90	87	50	54	28
OMENCOFM_01919	CP014529.1	1943725	1944342	-	618	88	69	80	54	51	64
OMENCOFM_01920	CP014529.1	1944352	1945176	-	825	137	127	106	108	70	71
OMENCOFM_01921	CP014529.1	1945169	1945729	-	561	32	35	20	8	18	28
OMENCOFM_01922	CP014529.1	1945903	1946850	+	948	37	28	24	22	30	18
OMENCOFM_01923	CP014529.1	1947155	1948111	-	957	26	16	14	8	4	2
OMENCOFM_01924	CP014529.1	1948215	1948817	+	603	0	10	4	10	2	4
OMENCOFM_01925	CP014529.1	1948905	1950404	-	1500	84	82	75	57	39	61
OMENCOFM_01926	CP014529.1	1950420	1950944	-	525	15	30	40	13	8	23
OMENCOFM_01927	CP014529.1	1951119	1951991	+	873	23	23	18	6	1	2
OMENCOFM_01928	CP014529.1	1951982	1952767	+	786	7	13	7	0	0	0
OMENCOFM_01929	CP014529.1	1952736	1953452	+	717	6	9	6	0	2	0
OMENCOFM_01930	CP014529.1	1953554	1954573	-	1020	6	0	4	0	2	0
OMENCOFM_01931	CP014529.1	1954592	1955650	-	1059	1	2	0	0	0	0
OMENCOFM_01932	CP014529.1	1955871	1957019	-	1149	94	100	113	179	152	170
OMENCOFM_01933	CP014529.1	1957095	1957931	-	837	44	63	42	74	81	52
OMENCOFM_01934	CP014529.1	1958115	1959335	-	1221	94	90	88	85	81	72
OMENCOFM_01935	CP014529.1	1959481	1959642	-	162	2	2	5	4	0	2
OMENCOFM_01937	CP014529.1	1960038	1960616	-	579	10	8	1	10	0	9
OMENCOFM_01938	CP014529.1	1960619	1961005	-	387	0	8	4	6	3	10
OMENCOFM_01939	CP014529.1	1961165	1962343	-	1179	2	11	4	2	8	9
OMENCOFM_01940	CP014529.1	1962427	1962753	-	327	1	7	10	8	8	6
OMENCOFM_01941	CP014529.1	1962953	1963195	+	243	1	3	4	1	0	0
OMENCOFM_01942	CP014529.1	1963467	1963757	-	291	32	36	34	6	8	6
OMENCOFM_01943	CP014529.1	1963965	1964657	-	693	14	18	16	16	10	12
OMENCOFM_01944	CP014529.1	1965052	1965675	+	624	71	90	74	56	56	44
OMENCOFM_01945	CP014529.1	1965759	1966481	-	723	38	41	23	7	4	12
OMENCOFM_01946	CP014529.1	1966471	1967208	-	738	21	13	22	2	3	8
OMENCOFM_01947	CP014529.1	1967220	1968212	-	993	31	23	26	16	8	4
OMENCOFM_01948	CP014529.1	1968227	1968970	-	744	9	15	25	4	0	0
OMENCOFM_01949	CP014529.1	1969211	1970533	-	1323	39	51	56	33	45	40
OMENCOFM_01950	CP014529.1	1970520	1970828	-	309	2	4	2	5	5	0
OMENCOFM_01951	CP014529.1	1970794	1971486	-	693	36	41	35	35	30	24
OMENCOFM_01952	CP014529.1	1971483	1973021	-	1539	37	44	30	47	39	31
OMENCOFM_01953	CP014529.1	1973437	1973724	-	288	0	1	2	0	2	0
OMENCOFM_01954	CP014529.1	1973858	1974526	+	669	2	6	4	34	40	44
OMENCOFM_01955	CP014529.1	1974817	1975557	-	741	135	182	139	44	47	72
OMENCOFM_01956	CP014529.1	1975687	1976634	-	948	20	30	20	10	24	13
OMENCOFM_01957	CP014529.1	1976763	1977527	-	765	13	13	20	0	0	0
OMENCOFM_01958	CP014529.1	1977531	1977920	-	390	6	11	18	0	2	2
OMENCOFM_01959	CP014529.1	1978055	1978597	+	543	4	14	16	16	16	6
OMENCOFM_01960	CP014529.1	1978745	1979359	+	615	14	8	8	0	3	2
OMENCOFM_01961	CP014529.1	1979771	1980664	-	894	7	14	14	41	29	18
OMENCOFM_01962	CP014529.1	1980846	1981772	-	927	64	81	57	145	168	150
OMENCOFM_01963	CP014529.1	1981857	1982618	-	762	6	14	8	40	32	30
OMENCOFM_01964	CP014529.1	1982862	1985093	-	2232	41	52	62	121	140	116
OMENCOFM_01965	CP014529.1	1985370	1987820	-	2451	203	280	228	418	392	326
OMENCOFM_01966	CP014529.1	1987832	1989877	-	2046	97	107	126	260	284	257
OMENCOFM_01967	CP014529.1	1990043	1990477	-	435	10	24	24	18	29	17
OMENCOFM_01968	CP014529.1	1990604	1991242	+	639	24	12	24	68	54	46
OMENCOFM_01969	CP014529.1	1991374	1992249	-	876	38	47	35	49	88	65
OMENCOFM_01970	CP014529.1	1992331	1993122	-	792	30	67	59	129	135	101
OMENCOFM_01971	CP014529.1	1993140	1994540	-	1401	74	70	83	214	210	190
OMENCOFM_01972	CP014529.1	1994554	1995102	-	549	16	21	12	68	72	63
OMENCOFM_01973	CP014529.1	1995139	1996044	-	906	15	10	9	57	62	55
OMENCOFM_01974	CP014529.1	1996242	1997567	-	1326	42	47	35	139	132	150
OMENCOFM_01975	CP014529.1	1997587	1999665	-	2079	58	52	39	253	246	224
OMENCOFM_01976	CP014529.1	1999787	2000644	-	858	2	0	2	12	13	12
OMENCOFM_01977	CP014529.1	2000700	2001467	-	768	24	22	14	26	37	39
OMENCOFM_01978	CP014529.1	2001460	2002320	-	861	16	18	19	38	42	44
OMENCOFM_01979	CP014529.1	2002580	2002978	+	399	53	61	58	0	0	0
OMENCOFM_01980	CP014529.1	2003215	2003757	+	543	138	174	142	14	6	10
OMENCOFM_01981	CP014529.1	2003840	2004391	-	552	82	63	54	51	60	59
OMENCOFM_01982	CP014529.1	2004543	2004770	-	228	13	9	6	4	12	11
OMENCOFM_01983	CP014529.1	2004767	2005285	-	519	50	54	61	62	52	59
OMENCOFM_01984	CP014529.1	2005305	2006018	-	714	47	51	24	27	20	28
OMENCOFM_01985	CP014529.1	2006021	2006917	-	897	58	75	56	87	69	50
OMENCOFM_01986	CP014529.1	2007075	2007917	-	843	90	104	78	200	186	199
OMENCOFM_01987	CP014529.1	2008049	2008702	+	654	54	49	58	12	12	4
OMENCOFM_01988	CP014529.1	2008765	2009292	-	528	19	15	21	27	32	13
OMENCOFM_01989	CP014529.1	2009312	2010259	-	948	19	36	21	49	40	55
OMENCOFM_01990	CP014529.1	2010271	2012157	-	1887	48	72	48	107	106	97
OMENCOFM_01991	CP014529.1	2012317	2014395	-	2079	30	28	15	121	112	86
OMENCOFM_01992	CP014529.1	2014408	2014683	-	276	2	6	8	32	40	23
OMENCOFM_01993	CP014529.1	2015045	2015500	-	456	49	54	40	26	47	45
OMENCOFM_01994	CP014529.1	2015654	2016862	-	1209	54	76	57	68	82	59
OMENCOFM_01995	CP014529.1	2016974	2017306	-	333	17	14	12	18	23	13
OMENCOFM_01996	CP014529.1	2017454	2018329	+	876	2	2	2	14	6	7
OMENCOFM_01997	CP014529.1	2018411	2018992	-	582	54	68	74	61	56	37
OMENCOFM_01998	CP014529.1	2018998	2020257	-	1260	110	114	123	109	137	101
OMENCOFM_01999	CP014529.1	2020259	2021305	-	1047	26	14	31	12	18	21
OMENCOFM_02000	CP014529.1	2021540	2021815	-	276	425	616	541	476	586	547
OMENCOFM_02001	CP014529.1	2022058	2023368	-	1311	74	70	78	265	237	210
OMENCOFM_02002	CP014529.1	2023550	2024779	-	1230	501	579	457	435	432	395
OMENCOFM_02003	CP014529.1	2024914	2025594	-	681	8	10	21	91	86	76
OMENCOFM_02004	CP014529.1	2025643	2026278	-	636	56	59	44	174	152	135
OMENCOFM_02005	CP014529.1	2026344	2027747	-	1404	14	12	15	4	6	2
OMENCOFM_02006	CP014529.1	2027734	2028765	-	1032	0	0	2	3	0	4
OMENCOFM_02007	CP014529.1	2028796	2029017	+	222	26	23	24	10	24	14
OMENCOFM_02008	CP014529.1	2029182	2029919	-	738	6	8	4	4	10	4
OMENCOFM_02009	CP014529.1	2030072	2031412	-	1341	212	252	286	172	186	180
OMENCOFM_02010	CP014529.1	2031649	2033172	-	1524	134	214	211	196	262	208
OMENCOFM_02011	CP014529.1	2033550	2034161	-	612	38	33	24	32	17	20
OMENCOFM_02012	CP014529.1	2034491	2035207	-	717	55	49	57	95	83	98
OMENCOFM_02013	CP014529.1	2035213	2035782	-	570	24	39	18	68	51	32
OMENCOFM_02014	CP014529.1	2035766	2036563	-	798	49	53	40	61	64	61
OMENCOFM_02015	CP014529.1	2036533	2036904	-	372	34	19	18	21	41	21
OMENCOFM_02016	CP014529.1	2036923	2037810	-	888	55	67	52	104	95	83
OMENCOFM_02017	CP014529.1	2037767	2037937	-	171	0	0	0	0	0	0
OMENCOFM_02018	CP014529.1	2037906	2038373	-	468	10	23	22	64	32	26
OMENCOFM_02019	CP014529.1	2038484	2039347	-	864	32	30	25	58	60	42
OMENCOFM_02020	CP014529.1	2039543	2041645	-	2103	50	52	40	164	184	184
OMENCOFM_02021	CP014529.1	2041910	2043205	+	1296	2	2	2	6	4	8
OMENCOFM_02022	CP014529.1	2043353	2044462	-	1110	253	256	262	358	262	221
OMENCOFM_02023	CP014529.1	2044486	2046327	-	1842	111	126	97	256	174	197
OMENCOFM_02024	CP014529.1	2046509	2048824	-	2316	52	48	50	164	177	131
OMENCOFM_02025	CP014529.1	2049009	2049869	-	861	15	28	18	11	22	12
OMENCOFM_02026	CP014529.1	2050219	2050560	-	342	4	6	5	4	9	0
OMENCOFM_02027	CP014529.1	2050769	2051488	+	720	2	4	2	6	6	8
OMENCOFM_02028	CP014529.1	2051514	2054105	+	2592	36	34	18	69	57	58
OMENCOFM_02029	CP014529.1	2054293	2055480	-	1188	659	815	602	130	112	96
OMENCOFM_02030	CP014529.1	2055848	2056204	+	357	48	42	46	26	30	25
OMENCOFM_02031	CP014529.1	2056445	2057449	-	1005	16	18	12	52	48	48
OMENCOFM_02032	CP014529.1	2057615	2058466	+	852	236	232	200	68	49	57
OMENCOFM_02033	CP014529.1	2058483	2058728	+	246	21	28	22	4	3	4
OMENCOFM_02034	CP014529.1	2058915	2059619	+	705	32	52	36	176	187	222
OMENCOFM_02035	CP014529.1	2059949	2061211	-	1263	98	125	110	208	163	120
OMENCOFM_02036	CP014529.1	2061171	2062391	-	1221	48	37	32	96	101	111
OMENCOFM_02037	CP014529.1	2062576	2063730	+	1155	36	53	50	102	120	119
OMENCOFM_02038	CP014529.1	2063752	2064504	-	753	5	4	11	8	8	4
OMENCOFM_02039	CP014529.1	2064868	2067534	-	2667	207	269	229	349	346	356
OMENCOFM_02040	CP014529.1	2067875	2069326	+	1452	32	70	36	97	122	78
OMENCOFM_02041	CP014529.1	2069655	2070470	-	816	14	13	14	39	34	39
OMENCOFM_02042	CP014529.1	2070764	2071039	+	276	0	0	0	0	0	0
OMENCOFM_02043	CP014529.1	2071466	2071921	+	456	0	0	1	6	0	2
OMENCOFM_02044	CP014529.1	2072001	2072750	-	750	4	8	10	17	14	16
OMENCOFM_02045	CP014529.1	2072751	2073077	-	327	2	0	0	4	6	4
OMENCOFM_02046	CP014529.1	2073225	2073665	-	441	44	50	48	28	32	13
OMENCOFM_02047	CP014529.1	2073746	2075143	-	1398	4	4	6	6	12	9
OMENCOFM_02048	CP014529.1	2075296	2076567	+	1272	2	0	2	0	0	2
OMENCOFM_02049	CP014529.1	2076694	2077413	+	720	8	4	12	10	12	25
OMENCOFM_02050	CP014529.1	2077791	2078765	+	975	0	0	4	2	4	2
OMENCOFM_02051	CP014529.1	2078818	2079423	+	606	0	0	0	0	0	0
OMENCOFM_02052	CP014529.1	2079517	2080269	-	753	0	0	0	0	0	2
OMENCOFM_02053	CP014529.1	2080283	2080543	-	261	0	0	0	0	0	0
OMENCOFM_02054	CP014529.1	2080565	2081926	-	1362	0	4	2	0	2	2
OMENCOFM_02055	CP014529.1	2081999	2082298	-	300	0	0	0	0	0	0
OMENCOFM_02056	CP014529.1	2082311	2082769	-	459	0	0	0	0	0	0
OMENCOFM_02057	CP014529.1	2082993	2083784	+	792	0	2	0	4	4	0
OMENCOFM_02058	CP014529.1	2083750	2084703	+	954	4	3	2	4	10	8
OMENCOFM_02059	CP014529.1	2085101	2086075	-	975	2	0	2	2	0	2
OMENCOFM_02060	CP014529.1	2086190	2086624	+	435	6	12	12	4	12	14
OMENCOFM_02061	CP014529.1	2086749	2087771	-	1023	8	20	24	0	2	2
OMENCOFM_02062	CP014529.1	2088163	2088585	+	423	2	0	0	6	3	2
OMENCOFM_02063	CP014529.1	2088865	2090787	-	1923	2	10	2	10	10	10
OMENCOFM_02064	CP014529.1	2090874	2092814	-	1941	64	69	120	10	16	17
OMENCOFM_02065	CP014529.1	2093102	2093842	-	741	1	6	3	2	2	1
OMENCOFM_02066	CP014529.1	2093855	2094946	-	1092	2	5	4	2	2	0
OMENCOFM_02067	CP014529.1	2094936	2096042	-	1107	0	4	2	6	4	4
OMENCOFM_02068	CP014529.1	2096061	2096738	-	678	0	0	0	0	0	2
OMENCOFM_02069	CP014529.1	2096749	2097528	-	780	0	2	0	0	0	0
OMENCOFM_02070	CP014529.1	2097557	2097907	-	351	0	0	0	0	0	0
OMENCOFM_02071	CP014529.1	2097923	2098279	-	357	0	0	0	0	1	0
OMENCOFM_02072	CP014529.1	2098689	2099939	+	1251	18	23	24	16	21	24
OMENCOFM_02073	CP014529.1	2100082	2100414	-	333	0	0	0	0	0	0
OMENCOFM_02074	CP014529.1	2100414	2102276	-	1863	18	7	10	4	4	2
OMENCOFM_02075	CP014529.1	2102501	2103454	-	954	10	10	8	12	6	0
OMENCOFM_02076	CP014529.1	2103721	2103915	+	195	4	6	0	0	2	0
OMENCOFM_02077	CP014529.1	2104184	2104483	+	300	4	1	4	1	0	4
OMENCOFM_02078	CP014529.1	2104580	2105014	-	435	0	4	2	7	4	2
OMENCOFM_02079	CP014529.1	2105246	2105956	-	711	0	2	2	0	0	0
OMENCOFM_02080	CP014529.1	2105946	2106806	-	861	0	1	0	0	0	0
OMENCOFM_02081	CP014529.1	2106811	2107449	-	639	2	0	0	2	2	1
OMENCOFM_02082	CP014529.1	2107464	2107763	-	300	0	0	0	0	0	1
OMENCOFM_02083	CP014529.1	2107806	2109290	-	1485	0	0	0	0	0	0
OMENCOFM_02084	CP014529.1	2109310	2109771	-	462	0	0	0	0	0	0
OMENCOFM_02085	CP014529.1	2109789	2110856	-	1068	0	0	0	0	0	0
OMENCOFM_02086	CP014529.1	2111074	2111844	+	771	0	2	3	2	0	8
OMENCOFM_02087	CP014529.1	2112117	2112944	-	828	22	8	16	29	46	25
OMENCOFM_02088	CP014529.1	2113512	2114747	+	1236	8	8	12	4	8	6
OMENCOFM_02089	CP014529.1	2115746	2116006	-	261	0	0	0	0	0	0
OMENCOFM_02090	CP014529.1	2116033	2117334	-	1302	2	0	2	0	0	0
OMENCOFM_02091	CP014529.1	2117626	2118084	-	459	0	0	0	0	0	2
OMENCOFM_02092	CP014529.1	2118097	2119425	-	1329	6	2	4	0	0	0
OMENCOFM_02093	CP014529.1	2119439	2120851	-	1413	2	0	0	0	0	0
OMENCOFM_02094	CP014529.1	2120868	2121632	-	765	0	0	0	0	0	0
OMENCOFM_02095	CP014529.1	2121736	2122611	-	876	0	0	0	0	2	0
OMENCOFM_02115	CP014529.1	2130115	2131620	-	1506	187	202	151	198	191	158
OMENCOFM_02116	CP014529.1	2131617	2132303	-	687	88	119	124	115	72	80
OMENCOFM_02117	CP014529.1	2132496	2133917	-	1422	254	275	202	391	440	442
OMENCOFM_02118	CP014529.1	2134087	2134266	-	180	56	40	55	74	98	78
OMENCOFM_02119	CP014529.1	2134324	2134893	-	570	142	199	143	533	593	586
OMENCOFM_02120	CP014529.1	2135079	2135981	+	903	6	2	6	6	2	10
OMENCOFM_02121	CP014529.1	2136016	2137800	-	1785	456	584	530	1695	1327	1340
OMENCOFM_02122	CP014529.1	2137874	2138836	-	963	443	483	415	1467	1264	1234
OMENCOFM_02123	CP014529.1	2139004	2142318	-	3315	126	178	159	109	96	114
OMENCOFM_02124	CP014529.1	2142549	2142734	+	186	20	21	16	18	12	8
OMENCOFM_02125	CP014529.1	2142796	2143992	-	1197	69	75	72	66	66	62
OMENCOFM_02126	CP014529.1	2144247	2145542	+	1296	0	6	8	6	0	10
OMENCOFM_02127	CP014529.1	2145684	2147120	-	1437	456	568	516	24	38	30
OMENCOFM_02128	CP014529.1	2147413	2148222	+	810	50	44	48	56	50	70
OMENCOFM_02129	CP014529.1	2148402	2149697	+	1296	2	2	0	0	0	2
OMENCOFM_02130	CP014529.1	2149919	2152072	-	2154	159	154	167	154	139	171
OMENCOFM_02131	CP014529.1	2152366	2153214	-	849	12	30	34	32	22	20
OMENCOFM_02132	CP014529.1	2153438	2155378	-	1941	92	97	92	347	396	352
OMENCOFM_02133	CP014529.1	2155715	2155894	-	180	20	14	25	33	30	36
OMENCOFM_02134	CP014529.1	2155941	2157764	-	1824	10	17	16	26	20	20
OMENCOFM_02135	CP014529.1	2158042	2160321	+	2280	82	84	86	118	88	95
OMENCOFM_02136	CP014529.1	2160414	2161061	-	648	20	20	22	4	12	8
OMENCOFM_02137	CP014529.1	2161306	2162601	+	1296	0	2	4	4	8	3
OMENCOFM_02138	CP014529.1	2162762	2163481	-	720	39	62	56	384	318	321
OMENCOFM_02139	CP014529.1	2163612	2164763	-	1152	20	14	13	165	181	158
OMENCOFM_02140	CP014529.1	2164980	2165720	-	741	58	48	57	315	318	290
OMENCOFM_02141	CP014529.1	2165724	2165984	-	261	14	28	42	184	192	183
OMENCOFM_02142	CP014529.1	2166104	2166697	-	594	44	52	40	236	243	233
OMENCOFM_02143	CP014529.1	2166681	2167331	-	651	48	37	32	279	287	226
OMENCOFM_02144	CP014529.1	2167341	2167652	-	312	12	0	2	47	51	57
OMENCOFM_02145	CP014529.1	2167668	2168777	-	1110	43	55	41	382	496	411
OMENCOFM_02146	CP014529.1	2168774	2169301	-	528	13	22	13	298	296	273
OMENCOFM_02147	CP014529.1	2169481	2170266	-	786	14	28	21	594	669	583
OMENCOFM_02148	CP014529.1	2170259	2171128	-	870	31	30	21	622	582	491
OMENCOFM_02149	CP014529.1	2171129	2172508	-	1380	26	23	24	1239	1302	1116
OMENCOFM_02150	CP014529.1	2172516	2172935	-	420	10	3	12	436	381	315
OMENCOFM_02151	CP014529.1	2172960	2173436	-	477	7	14	8	556	522	450
OMENCOFM_02152	CP014529.1	2173439	2174674	-	1236	27	22	36	981	888	795
OMENCOFM_02153	CP014529.1	2174693	2175430	-	738	13	16	22	793	881	705
OMENCOFM_02154	CP014529.1	2175442	2176359	-	918	14	17	9	830	765	710
OMENCOFM_02155	CP014529.1	2176466	2176690	-	225	13	10	8	587	550	578
OMENCOFM_02156	CP014529.1	2176743	2177705	-	963	29	50	18	898	904	875
OMENCOFM_02157	CP014529.1	2177715	2178155	-	441	8	20	30	512	424	398
OMENCOFM_02158	CP014529.1	2178461	2179426	+	966	10	11	10	4	0	6
OMENCOFM_02159	CP014529.1	2179483	2179713	-	231	109	129	148	129	132	107
OMENCOFM_02160	CP014529.1	2179799	2180686	-	888	113	120	100	54	68	56
OMENCOFM_02161	CP014529.1	2180775	2181998	-	1224	61	80	63	53	70	45
OMENCOFM_02162	CP014529.1	2182015	2183061	-	1047	76	79	62	54	79	58
OMENCOFM_02163	CP014529.1	2183225	2184952	-	1728	1102	1297	1195	2027	2015	1976
OMENCOFM_02164	CP014529.1	2184952	2185218	-	267	187	244	202	463	498	543
OMENCOFM_02165	CP014529.1	2185697	2187931	+	2235	215	286	240	244	278	216
OMENCOFM_02166	CP014529.1	2188079	2188399	+	321	787	831	782	59	52	28
OMENCOFM_02167	CP014529.1	2188604	2188828	-	225	2	4	0	0	0	4
OMENCOFM_02168	CP014529.1	2189026	2190606	-	1581	35	32	45	170	172	165
OMENCOFM_02169	CP014529.1	2191007	2192383	-	1377	80	117	95	212	194	176
OMENCOFM_02170	CP014529.1	2192511	2193629	-	1119	112	62	62	85	63	71
OMENCOFM_02171	CP014529.1	2193771	2194205	+	435	4	9	4	14	10	10
OMENCOFM_02172	CP014529.1	2194283	2194816	-	534	128	155	182	201	195	209
OMENCOFM_02173	CP014529.1	2194910	2196088	-	1179	27	30	30	26	36	32
OMENCOFM_02174	CP014529.1	2196081	2196878	-	798	8	20	10	8	10	14
OMENCOFM_02175	CP014529.1	2196985	2198367	+	1383	20	35	26	80	81	49
OMENCOFM_02176	CP014529.1	2198541	2199119	-	579	11	8	8	6	10	17
OMENCOFM_02177	CP014529.1	2199441	2199911	+	471	80	72	56	10	20	20
OMENCOFM_02178	CP014529.1	2200019	2201245	-	1227	148	147	166	189	153	135
OMENCOFM_02179	CP014529.1	2201999	2202199	-	201	399	362	392	164	227	185
OMENCOFM_02180	CP014529.1	2202333	2202941	-	609	366	365	359	190	229	172
OMENCOFM_02181	CP014529.1	2203026	2203496	-	471	6	6	16	24	30	18
OMENCOFM_02182	CP014529.1	2203544	2204443	-	900	6	12	10	6	9	2
OMENCOFM_02183	CP014529.1	2204604	2205407	+	804	8	14	16	18	20	24
OMENCOFM_02184	CP014529.1	2205585	2206532	+	948	22	12	20	14	22	14
OMENCOFM_02185	CP014529.1	2206641	2208188	-	1548	38	52	28	12	14	12
OMENCOFM_02186	CP014529.1	2208290	2208643	-	354	0	1	2	4	4	0
OMENCOFM_02187	CP014529.1	2208633	2208827	-	195	0	1	1	0	0	0
OMENCOFM_02188	CP014529.1	2209083	2209376	-	294	46	50	67	26	30	18
OMENCOFM_02189	CP014529.1	2209404	2210069	-	666	136	127	135	114	99	101
OMENCOFM_02190	CP014529.1	2210209	2210841	-	633	35	28	25	79	53	40
OMENCOFM_02191	CP014529.1	2210848	2211915	-	1068	33	36	45	106	78	99
OMENCOFM_02192	CP014529.1	2211912	2212643	-	732	20	21	26	111	111	60
OMENCOFM_02193	CP014529.1	2212811	2213290	-	480	71	80	69	401	418	375
OMENCOFM_02194	CP014529.1	2213426	2214601	-	1176	52	77	83	247	224	202
OMENCOFM_02195	CP014529.1	2214766	2215926	+	1161	2	4	8	10	30	20
OMENCOFM_02196	CP014529.1	2215959	2217404	-	1446	2	2	8	4	2	2
OMENCOFM_02197	CP014529.1	2217523	2218470	-	948	111	190	144	247	245	221
OMENCOFM_02198	CP014529.1	2218503	2219918	-	1416	58	68	92	178	155	133
OMENCOFM_02199	CP014529.1	2219915	2221063	-	1149	60	40	50	99	120	125
OMENCOFM_02200	CP014529.1	2221087	2222622	-	1536	28	34	26	102	107	111
OMENCOFM_02201	CP014529.1	2222645	2223619	-	975	12	4	7	39	50	43
OMENCOFM_02202	CP014529.1	2223664	2224629	-	966	30	42	32	83	73	58
OMENCOFM_02203	CP014529.1	2224622	2225689	-	1068	45	26	23	108	124	96
OMENCOFM_02204	CP014529.1	2225697	2226398	-	702	18	27	38	90	98	81
OMENCOFM_02205	CP014529.1	2226395	2227270	-	876	8	22	11	66	51	61
OMENCOFM_02206	CP014529.1	2227282	2228106	-	825	26	45	22	63	84	72
OMENCOFM_02207	CP014529.1	2228144	2229535	-	1392	38	34	40	166	127	109
OMENCOFM_02208	CP014529.1	2229870	2230829	+	960	2	9	8	2	2	2
OMENCOFM_02209	CP014529.1	2230897	2233035	-	2139	93	90	83	439	389	417
OMENCOFM_02210	CP014529.1	2233074	2234660	-	1587	35	34	38	145	199	153
OMENCOFM_02211	CP014529.1	2234650	2235870	-	1221	17	38	20	110	129	94
OMENCOFM_02212	CP014529.1	2235882	2236688	-	807	11	5	6	32	71	35
OMENCOFM_02213	CP014529.1	2236898	2238178	-	1281	32	50	36	203	141	150
OMENCOFM_02214	CP014529.1	2238222	2240255	-	2034	122	134	142	258	309	263
OMENCOFM_02215	CP014529.1	2240290	2241141	-	852	41	62	72	176	156	133
OMENCOFM_02216	CP014529.1	2241239	2242267	-	1029	232	255	215	419	384	339
OMENCOFM_02217	CP014529.1	2242289	2242861	-	573	22	51	40	95	95	73
OMENCOFM_02218	CP014529.1	2242875	2243741	-	867	41	75	92	179	187	166
OMENCOFM_02219	CP014529.1	2243841	2244548	-	708	50	26	43	97	77	76
OMENCOFM_02220	CP014529.1	2244553	2245380	-	828	28	26	24	56	29	35
OMENCOFM_02221	CP014529.1	2245380	2246180	-	801	39	30	47	75	44	52
OMENCOFM_02222	CP014529.1	2246173	2247312	-	1140	21	25	27	78	64	49
OMENCOFM_02223	CP014529.1	2247388	2248311	-	924	32	37	41	69	78	41
OMENCOFM_02224	CP014529.1	2248343	2249107	-	765	120	107	116	174	169	140
OMENCOFM_02225	CP014529.1	2249265	2249705	+	441	30	44	48	132	116	98
